Line,Line_Name,Sub_Region_of_Primary_Service,Predominant_Vehicle_Type,TSG_Service_Type,Population,Employment,Average_One_Way_Trip_Dist_km,AVG_speed_km_per_hr,RANK_Annual_Boardings,Annual_Boardings,AVG_Daily_Boardings_MF,AVG_Daily_Boardings_Sat,AVG_Daily_Boardings_SunHol,Annual_Revenue_Hours_with_Overc,On_Time_Performance_Percentage,Annual_Service_Cost,Annual_Service_Hours,NOTE,Exchange_Connections,Rail_Connections,SHAPE__Length,TSPR_Year,OBJECTID,SHAPE__Length_2,GlobalID,avg_speed_kmh,on_time_pct,is_partial_year_data,reliability_risk_score,boardings_per_revenue_hour,line_id_list
R3,LOUGHEED HWY,Maple Ridge/Pitt Meadows,Artic. Bus,All Day Frequent,36000,26000,17.3,35 km/h,75,1069905,3183,2671,2131,0.0,93%,4828579.0,45322,New R3 RapidBus launched Apr 2020,Coquitlam Central; Haney Place,Expo/Millennium Line; West Coast Express,44874.4552585537,2024,801,44874.4552585744,adb397dd-9638-4f74-8094-f211f1b3013c,35.0,93.0,False,74893.35,inf,['R3']
105,UPTOWN/NEW WESTMINSTER STATION,Burnaby/New Westminster,Mini-Bus,Standard,44000,21000,6.8,17 km/h,134,270910,809,690,518,0.0,73%,873377.0,12683,,Columbia; New Westminster,Expo/Millennium Line,14314.8309434052,2024,647,14314.8309434238,ae0d5c49-ce8c-4928-8cfd-4a46d36371c5,17.0,73.0,False,73145.7,inf,['105']
145,SFU/PRODUCTION STN,Burnaby/New Westminster,Artic. Bus,Peak Frequent,16000,18000,8.1,30 km/h,56,1416602,5007,1681,1269,6.0,95%,3060437.0,25989,,Production Way-University; SFU,Expo/Millennium Line,21713.6617530392,2024,664,21713.6617530487,126b6080-30e3-41b0-9365-2d5a307fdd6e,30.0,95.0,False,70830.1,236100.3333333333,['145']
152,COQUITLAM CENTRAL STN/LOUGHEED STN,Northeast Sector,Std. Bus,Peak Frequent,59000,28000,13.1,24 km/h,90,880407,2850,1638,1317,1.0,92%,2420260.0,22829,,Coquitlam Central; Lougheed Town Centre,Expo/Millennium Line; West Coast Express,32594.9603576155,2024,669,32594.9603576358,99e4964e-fcb7-4b4f-b87c-12762bc6ce51,24.0,92.0,False,70432.56,880407.0,['152']
418,KINGSWOOD/22ND ST STN,Southwest,Std. Bus,Peak Only - Limited,15000,12000,8.5,30 km/h,133,273185,1093,0,987,5.0,75%,754286.0,7653,,22nd Street,Expo/Millennium Line,28355.3278022649,2024,769,28355.32780226,4e2df33c-0ee0-44a8-99a0-77530e934ca8,30.0,75.0,False,68296.25,54637.0,['418']
102/103,NEW WESTMINSTER STN/VICTORIA  HILL/QUAYSIDE,Burnaby/New Westminster,Mini-Bus,All Day Frequent,34000,16000,2.2,17 km/h,116,484711,1496,1083,860,0.0,86%,,19503,Data reflects service redesign in 2023; 102/103 run as a connected route,Columbia; New Westminster,Expo/Millennium Line,8062.73710581047,2024,645,8062.73710582176,cbb4bc5e-62c1-4d39-be87-7918d8051aa8,17.0,86.0,False,67859.54,inf,"['102', '103']"
029,ELLIOTT/29TH AVENUE STN,Vancouver/UBC,Std. Bus,Peak Frequent,34000,6000,4.5,17 km/h,101,666265,2090,1450,1085,0.0,90%,1216024.0,11775,,29th Avenue,Expo/Millennium Line,7372.39514172636,2024,634,7372.39514173148,2f128d24-0d8f-43cd-89d2-fb6d54efd584,17.0,90.0,False,66626.5,inf,['029']
031,METROTOWN STATION/RIVER DISTRICT,Vancouver/UBC,Mini-Bus,Standard,46000,25000,5.4,23 km/h,129,297278,901,718,548,1.0,78%,506783.0,9548,New route to River District starting Apr 2020,Metrotown,Expo/Millennium Line,10940.9972904218,2024,635,10940.9972904309,f05004be-6991-4067-9037-9e82f21f23a7,23.0,78.0,False,65401.16,297278.0,['031']
136,LOUGHEED STN/BRENTWOOD STN,Burnaby/New Westminster,Std. Bus,Standard,68000,45000,11.0,24 km/h,123,434166,1361,915,734,0.0,85%,1997044.0,21261,,Brentwood Town Centre; Holdom; Lougheed Town Centre; Production Way-University,Expo/Millennium Line,29842.0858869951,2024,661,29842.0858870124,8d9b9480-7f5b-4eb0-ad74-fc23eb348ca5,24.0,85.0,False,65124.9,inf,['136']
128,BRAID STN/22ND STREET STN,Burnaby/New Westminster,Std. Bus,Peak Frequent,29000,22000,5.5,20 km/h,93,807410,2686,1337,1061,1.0,92%,1955923.0,19911,,22nd Street; Braid,Expo/Millennium Line,11435.2069399334,2024,655,11435.2069399409,1ecbe972-797e-44f2-8f6a-1de312ae5de2,20.0,92.0,False,64592.8,807410.0,['128']
183,MOODY CTR STN/COQUITLAM CENTRAL STN,Northeast Sector,Std. Bus,Peak Frequent,71000,28000,13.3,24 km/h,120,460058,1522,765,637,0.0,86%,2740231.0,30098,,Coquitlam Central; Inlet Centre; Lafarge Lake-Douglas; Lincoln; Moody Centre,Expo/Millennium Line; West Coast Express,26726.5473553126,2024,684,26726.5473553077,7af4d652-dba0-40fe-b7f8-0b510a083ad8,24.0,86.0,False,64408.12,inf,['183']
314,SURREY CENTRAL/SUNBURY,Southeast,Std. Bus,Basic,75000,36000,7.6,19 km/h,113,536097,1747,1000,754,10.0,88%,1075928.0,10781,,King George; Surrey Central,Expo/Millennium Line,31756.7565684459,2024,722,31756.7565684588,12e39532-8860-47b5-8c6f-427b486a25d8,19.0,88.0,False,64331.64,53609.7,['314']
254,BRITISH PROPERTIES/PARK ROYAL/VAN,North Shore,Std. Bus,Basic,93000,173000,12.7,24 km/h,147,173492,604,221,180,3.0,64%,828016.0,7871,,Park Royal; Vancouver City Centre,Canada Line; Expo/Millennium Line,48216.8759853308,2024,713,48216.8759853322,b92f7987-fc56-4c3c-90ba-442496d8e684,24.0,64.0,False,62457.12,57830.66666666666,['254']
134,LAKE CITY STN/BRENTWOOD STN,Burnaby/New Westminster,Std. Bus,Standard,51000,26000,9.4,23 km/h,122,445707,1373,935,849,0.0,86%,1875190.0,18939,,Brentwood Town Centre; Lake City Way; Sperling-Burnaby Lake,Expo/Millennium Line,30174.2270661701,2024,660,30174.2270661864,6d145971-c503-4f4c-8801-43c1121101c8,23.0,86.0,False,62398.98,inf,['134']
188,COQUITLAM CENTRAL STN/PORT COQ STN,Northeast Sector,Std. Bus,Peak Frequent,68000,28000,12.6,26 km/h,106,620190,2018,1131,907,1.0,90%,2725301.0,25954,,Coquitlam Central; Lafarge Lake-Douglas; Lincoln; Port Coquitlam,Expo/Millennium Line; West Coast Express,27215.4558507673,2024,688,27215.4558507564,cee83f06-4b22-43c2-b56e-859bd50d4f09,26.0,90.0,False,62019.0,620190.0,['188']
404,FOUR ROAD/BRIGHOUSE STATION,Southwest,Std. Bus,Standard,55000,37000,8.3,24 km/h,119,470095,1447,1012,881,0.0,87%,1986818.0,18384,,Richmond-Brighouse,Canada Line,17908.9618119887,2024,759,17908.9618120019,32776043-fd4a-4485-9647-b54e843681ea,24.0,87.0,False,61112.35,inf,['404']
155,BRAID STN/22ND STREET  STN,Burnaby/New Westminster,Std. Bus,Standard,40000,27000,7.5,18 km/h,104,655274,2009,1470,1210,1.0,91%,1716910.0,17815,,22nd Street; Braid,Expo/Millennium Line,12410.5921032203,2024,671,12410.5921032117,a6aa356d-0f5c-480b-806a-1b6db6462260,18.0,91.0,False,58974.66,655274.0,['155']
371,SURREY CNTRL/SCOTT RD STN,Southeast,Mini-Bus,Basic,40000,24000,8.2,21 km/h,132,278814,864,648,463,1.0,81%,615613.0,11610,,Gateway; Scott Road; Surrey Central,Expo/Millennium Line,15028.6345896085,2024,748,15028.6345895877,bb799a1e-a5c8-49df-b3ac-90a3f7b8ea4c,21.0,81.0,False,52974.66,278814.0,['371']
157,BURQUITLAM STN/LOUGHEED STN,Northeast Sector,Std. Bus,Standard,56000,20000,10.8,23 km/h,117,484395,1487,1059,909,1.0,90%,1568326.0,18822,,Burquitlam; Lougheed Town Centre,Expo/Millennium Line,19577.0633079362,2024,673,19577.0633079427,2df32f3f-c52d-40fd-be69-3ec4028eae99,23.0,90.0,False,48439.5,484395.0,['157']
068,UBC EXCHANGE/WESBROOK VILLAGE,Vancouver/UBC,Mini-Bus,Standard,19000,17000,6.1,21 km/h,118,478231,1386,1209,1080,0.0,90%,927485.0,18745,"Data reflects service redesign in Jan 2020; Previously C18, C20, and 070",,,13685.7673042936,2024,639,13685.7673042738,e4af50fc-a447-4d14-8047-c9e806234f86,21.0,90.0,False,47823.1,inf,['068']
148,ROYAL OAK STN/EDMONDS STN,Burnaby/New Westminster,Mini-Bus,Peak Frequent,45000,30000,6.3,26 km/h,125,391934,1247,704,690,0.0,88%,797451.0,12196,,Edmonds; Royal Oak,Expo/Millennium Line,10609.2471782868,2024,667,10609.2471782821,7af1257b-7a2c-4520-bdc8-084cd26e363a,26.0,88.0,False,47032.08,inf,['148']
363,SOUTHPOINT/PEACE ARCH HOSPITAL,Southeast,Mini-Bus,Standard,56000,25000,12.3,25 km/h,140,223740,630,607,542,0.0,81%,1268119.0,18518,,,,24201.6926581517,2024,746,24201.6926581365,b48c3a9c-f84d-4d71-8663-5d7065e95fbe,25.0,81.0,False,42510.6,inf,['363']
191,COQUITLAM CENTRAL STN/PRINCETON,Northeast Sector,Std. Bus,Standard,44000,16000,7.2,23 km/h,136,260378,834,509,405,0.0,84%,1071518.0,10043,,Coquitlam Central; Lafarge Lake-Douglas,Expo/Millennium Line; West Coast Express,20946.7330356542,2024,690,20946.7330356498,726b3e32-5f2e-49ab-8fe3-39c46c837762,23.0,84.0,False,41660.48,inf,['191']
394,WHITE ROCK/KING GEORGE STN EXPRESS,Southeast,Std. Bus,Peak Only - Limited,89000,50000,21.4,26 km/h,139,224395,899,0,550,2.0,82%,1268118.0,9037,,King George; Newton; South Surrey; White Rock Centre,Expo/Millennium Line,57836.0670306719,2024,754,57836.0670307182,4291d6d5-86b4-4d5f-a363-66628de371c7,26.0,82.0,False,40391.1,112197.5,['394']
245,PHIBBS/CAPILANO,North Shore,Std. Bus,Peak Frequent,7000,5000,3.9,22 km/h,102,659684,2541,301,173,1.0,94%,1834450.0,19095,New route to Capilano University starting Apr 2020,,,7192.78880825426,2024,706,7192.78880822776,0d24384d-820f-4751-8fd3-718e0e163a50,22.0,94.0,False,39581.04,659684.0,['245']
745/746,HANEY PLACE/COTTONWOOD/ALBION,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,47000,15000,10.2,30 km/h,145,198751,695,249,196,1.0,81%,1004135.0,16272,,Haney Place; Port Haney,West Coast Express,39363.707581127,2024,795,39363.7075811664,7b1708ee-c66a-464e-b6c9-5f330371f59e,30.0,81.0,False,37762.69,198751.0,"['745', '746']"
187,COQUITLAM CENTRAL STN/PARKWAY BLVD,Northeast Sector,Mini-Bus,Peak Frequent,32000,16000,6.5,24 km/h,135,270818,874,503,415,0.0,87%,948494.0,14116,,Coquitlam Central,Expo/Millennium Line; West Coast Express,19709.3079556069,2024,687,19709.307955614,072ac3f4-8db4-47aa-93e0-745561c4bc5e,24.0,87.0,False,35206.34,inf,['187']
395,LANGLEY CENTRE/KING GEORGE STN,Southeast,Std. Bus,Peak Only - Limited,83000,51000,20.9,26 km/h,148,164676,660,0,408,11.0,80%,692951.0,6536,,King George; Langley Centre,Expo/Millennium Line,48383.667993447,2024,755,48383.6679934512,fc5ecec3-a3cb-41e3-b307-8c8595fba622,26.0,80.0,False,32935.2,14970.545454545454,['395']
143,BURQUITLAM STN/SFU,Northeast Sector,Artic. Bus,Peak Frequent,24000,7000,7.0,31 km/h,121,455804,1829,0,380,2.0,93%,1144003.0,9280,,Burquitlam; SFU,Expo/Millennium Line,17812.7965452277,2024,662,17812.7965452278,4774c8a7-9cf1-490d-a617-79c6509154d1,31.0,93.0,False,31906.28,227902.0,['143']
393,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Only - Limited,78000,47000,13.4,18 km/h,152,131106,525,0,326,31.0,76%,221969.0,2332,,Newton; Surrey Central,Expo/Millennium Line,35081.9837738247,2024,753,35081.9837738322,dad873b4-6b99-470e-a44a-944802363d57,18.0,76.0,False,31465.44,4229.225806451613,['393']
311,SCOTTSDALE/BRIDGEPORT STN,Southeast,Double Decker,Peak Only - Limited,36000,21000,29.3,46 km/h,142,217868,873,0,488,0.0,86%,856048.0,8255,,Bridgeport; Matthews; Scottsdale,Canada Line,82054.1983997715,2024,720,82054.1983997874,e874212e-2fe0-41b7-98ac-b9db547c92aa,46.0,86.0,False,30501.52,inf,['311']
256,WHITBY ESTATE/PARK ROYAL/SPURAWAY,North Shore,Mini-Bus,Basic,22000,11000,8.6,20 km/h,162,97660,279,280,210,0.0,69%,491299.0,5573,,,,20480.7422219178,2024,715,20480.7422219313,c8eeb7d1-216f-476f-8157-0f05ee0685d0,20.0,69.0,False,30274.6,inf,['256']
147,METROTOWN STN/EDMONDS STN,Burnaby/New Westminster,Mini-Bus,Peak Frequent,67000,32000,6.7,22 km/h,114,496237,1529,1092,903,1.0,94%,1103161.0,17493,,Edmonds; Metrotown,Expo/Millennium Line,11401.759443247,2024,666,11401.7594432304,52caa4a7-250f-4ea8-9ac6-d344810529a7,22.0,94.0,False,29774.22,496237.0,['147']
186,COQUITLAM CENTRAL STN/HAMPTON PARK,Northeast Sector,Mini-Bus,Peak Frequent,43000,17000,6.5,23 km/h,138,238725,758,476,389,1.0,88%,845912.0,13012,,Coquitlam Central; Lafarge Lake-Douglas; Lincoln,Expo/Millennium Line; West Coast Express,15677.7526645444,2024,686,15677.7526645574,054886fb-6a30-40f2-8149-6f330802c489,23.0,88.0,False,28647.0,238725.0,['186']
212,DEEP COVE/PHIBBS EXCH,North Shore,Std. Bus,Basic,18000,12000,8.8,29 km/h,137,255750,778,551,513,0.0,89%,1175693.0,11214,,,,16700.3053977132,2024,694,16700.3053976874,6f8305b0-7265-4e94-b430-57f5244337df,29.0,89.0,False,28132.5,inf,['212']
151,COQUITLAM CTRL STN/BURQUITLAM STN,Northeast Sector,Std. Bus,Standard,47000,19000,7.7,28 km/h,126,389281,1213,776,722,0.0,93%,1676540.0,15582,,Burquitlam; Coquitlam Central,Expo/Millennium Line; West Coast Express,20317.7087003637,2024,668,20317.7087003912,fef80730-e48b-4bf4-a410-5729df53735a,28.0,93.0,False,27249.67,inf,['151']
182,MOODY CTR STN/BELCARRA,Northeast Sector,Mini-Bus,Basic,23000,10000,19.3,33 km/h,159,105897,337,197,179,0.0,76%,900376.0,13793,,Moody Centre,Expo/Millennium Line; West Coast Express,32886.2408036354,2024,683,32886.2408036201,5056c19e-fb30-4680-809f-ef30cb2a706b,33.0,76.0,False,25415.28,inf,['182']
413,RIVERPORT/STEVESTON,Southwest,Mini-Bus,Basic,42000,18000,10.7,27 km/h,154,122624,382,283,197,0.0,80%,670879.0,9674,,,,23291.6109492409,2024,766,23291.610949262,f0f9d6b1-9b19-45de-8cd7-9c8c38932dde,27.0,80.0,False,24524.8,inf,['413']
354,WHITE ROCK SOUTH/BRIDGEPORT STATION,Southeast,Std. Bus,Peak Only - Limited,72000,40000,46.1,42 km/h,155,122089,489,0,270,4.0,80%,815855.0,7832,,Bridgeport; South Surrey; White Rock Centre,Canada Line,125387.078779959,2024,742,125387.078779968,b6c61af8-a2c4-4a95-9e81-a4d5b99fcd8c,42.0,80.0,False,24417.8,30522.25,['354']
416,EAST CAMBIE/BRIGHOUSE STATION,Southwest,Mini-Bus,Peak Only - Limited,58000,58000,10.9,22 km/h,170,69992,280,0,157,1.0,67%,323553.0,4754,,Lansdowne; Richmond-Brighouse,Canada Line,22598.430208726,2024,768,22598.4302087399,d15d060e-43c0-4cad-9869-5b89a939a037,22.0,67.0,False,23097.36,69992.0,['416']
362,SEASIDE/WHITE ROCK CENTRE,Southeast,Mini-Bus,Standard,27000,11000,3.9,20 km/h,164,94492,208,369,362,0.0,76%,364176.0,5479,,,,10123.5047682798,2024,745,10123.5047682729,ae70304f-fd64-492c-afa6-62ce1e57c4af,20.0,76.0,False,22678.08,inf,['362']
169,COQUITLAM CENTRAL STN/BRAID STN,Northeast Sector,Mini-Bus,Standard,23000,28000,11.1,29 km/h,128,317237,841,927,918,0.0,93%,1232335.0,16177,,Braid; Coquitlam Central,Expo/Millennium Line; West Coast Express,29076.4406369405,2024,676,29076.4406369587,119f73fc-86ce-4ee4-940f-82f5dd00dc2e,29.0,93.0,False,22206.59,inf,['169']
184/185,COQUITLAM CENTRAL STN/LANSDOWNE/MOODY CTR STN/NOONS CREEK,Northeast Sector,Mini-Bus,Peak Frequent,40000,23000,5.3,25 km/h,141,220649,735,361,289,0.0,90%,1458260.0,21055,,Coquitlam Central; Inlet Centre; Moody Centre,Expo/Millennium Line; West Coast Express,19585.6360061066,2024,685,19585.6360060994,fe52d1a6-0bc1-4614-90e8-f2cc2652faff,25.0,90.0,False,22064.9,inf,"['184', '185']"
329,SURREY CENTRAL STN/SCOTTSDALE,Southeast,Std. Bus,Basic,82000,41000,8.9,17 km/h,146,180531,607,548,479,6.0,88%,383405.0,4311,,King George; Scottsdale; Surrey Central,Expo/Millennium Line,25817.8437149284,2024,732,25817.8437149279,f368a212-0bab-4100-9276-62e649f100fc,17.0,88.0,False,21663.72,30088.5,['329']
509,WALNUT GROVE/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Only - Limited,94000,52000,20.6,32 km/h,158,107198,430,0,203,2.0,80%,702423.0,7291,,Carvolth; Guildford; Langley Centre; Surrey Central,Expo/Millennium Line,84268.0671341084,2024,774,84268.0671340683,980b94b7-8564-4597-867b-7c6506b03f37,32.0,80.0,False,21439.6,53599.0,['509']
175,COQUITLAM CENTRAL STN/MERIDIAN,Northeast Sector,Mini-Bus,Peak Only - Limited,30000,29000,7.4,21 km/h,163,94735,379,0,272,0.0,78%,415211.0,6090,,Coquitlam Central; Port Coquitlam,Expo/Millennium Line; West Coast Express,17754.9169965788,2024,680,17754.9169965808,e4152090-9eba-45a6-84e7-79934a9c380f,21.0,78.0,False,20841.7,inf,['175']
352,OCEAN PARK /BRIDGEPORT STN,Southeast,Std. Bus,Peak Only - Limited,47000,26000,43.6,49 km/h,157,113738,456,0,265,0.0,82%,976734.0,9276,,Bridgeport; South Surrey; White Rock Centre,Canada Line,115325.32827314,2024,741,115325.328273156,9cd9a513-5ab0-41ac-a2a5-1092f0d41dc7,49.0,82.0,False,20472.84,inf,['352']
109,NEW WESTMINSTER STN/LOUGHEED STN,Burnaby/New Westminster,Mini-Bus,Basic,62000,31000,7.3,21 km/h,149,153372,484,311,258,0.0,87%,688698.0,10297,,Columbia; Lougheed Town Centre; New Westminster; Sapperton,Expo/Millennium Line,12061.2733750046,2024,649,12061.2733750027,82fb7bde-1044-4dcb-bed3-f410f3aa06a9,21.0,87.0,False,19938.36,inf,['109']
251,QUEENS/PARK ROYAL,North Shore,Mini-Bus,Basic,21000,16000,9.7,27 km/h,168,86016,282,165,113,0.0,78%,765460.0,8684,,,,16764.6234882025,2024,710,16764.6234882286,4183711d-a96b-4a1b-9107-97c6f2b7053f,27.0,78.0,False,18923.52,inf,['251']
215,INDIAN RIVER/PHIBBS EXCH,North Shore,Mini-Bus,Peak Frequent,19000,12000,6.8,27 km/h,143,203851,675,353,267,1.0,91%,967479.0,10956,,,,15283.1066657294,2024,695,15283.1066657173,a8502ccd-f056-41af-bd44-d6e43d160843,27.0,91.0,False,18346.59,203851.0,['215']
602,TSAWWASSEN HEIGHTS/BRIDGEPORT,Southwest,Std. Bus,Peak Only - Limited,26000,20000,26.1,40 km/h,171,69501,279,0,148,0.0,75%,,5324,,Bridgeport; South Delta,Canada Line,74311.1020080029,2024,779,74311.1020080395,8f62e540-1e62-48d9-9d10-d3e7caa97b54,40.0,75.0,False,17375.25,inf,['602']
361,OCEAN PARK/WHITE ROCK CENTRE,Southeast,Mini-Bus,Basic,42000,14000,11.2,27 km/h,161,100610,334,162,139,0.0,83%,646831.0,9373,,,,19923.9608501822,2024,744,19923.9608501706,077bc8e5-9baa-44b2-83d8-a133abf108c9,27.0,83.0,False,17103.7,inf,['361']
360,OCEAN PARK/PEACE ARCH HOSPITAL,Southeast,Mini-Bus,Basic,36000,12000,12.3,29 km/h,174,65444,220,105,79,0.0,74%,608120.0,8813,,,,20607.7389385164,2024,743,20607.7389384884,36a713af-acfb-4b5b-a268-7ce77ea1c19e,29.0,74.0,False,17015.44,inf,['360']
146,METROTOWN STN/SUNCREST,Burnaby/New Westminster,Mini-Bus,Standard,40000,28000,3.4,22 km/h,160,104571,323,210,203,0.0,86%,393010.0,6265,,Metrotown,Expo/Millennium Line,7664.29428998629,2024,665,7664.29428997778,5a2e6905-adcd-4159-adbd-609c0eea2425,22.0,86.0,False,14639.94,inf,['146']
744,HANEY PL/MAPLE MDWS STN/MEADOWTOWN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,36000,19000,11.3,24 km/h,169,79793,296,111,134,0.0,82%,726838.0,10638,,Haney Place; Maple Meadows; Meadowtown,West Coast Express,19232.5644950931,2024,794,19232.564495108,0dd69b02-5a2f-4caf-975d-7665428c4797,24.0,82.0,False,14362.74,inf,['744']
247,GROUSE MOUNTAIN/DOWNTOWN,North Shore,Std. Bus,Peak Only - Limited,83000,166000,16.4,25 km/h,172,66977,268,0,159,0.0,79%,295916.0,2773,,Vancouver City Centre,Canada Line; Expo/Millennium Line,27324.5367055881,2024,708,27324.5367055493,632afe41-dcb1-4404-9f5d-212fea4887a7,25.0,79.0,False,14065.17,inf,['247']
350,WHITE ROCK CTR/CRESCENT BEACH,Southeast,Std. Bus,Standard,36000,13000,9.4,31 km/h,144,199430,554,562,498,0.0,93%,1999321.0,18541,Data reflects split with 351 in Sep 2019; See 351 for earlier data,,,17517.4398688789,2024,739,17517.4398688825,b748d6c1-4ed5-4e6d-97c2-3d62e36f304d,31.0,93.0,False,13960.1,inf,['350']
414,RICHMOND OVAL/BRIGHOUSE STN,Southwest,Mini-Bus,Basic,45000,29000,4.1,18 km/h,179,55420,190,151,128,0.0,76%,267847.0,3886,,Richmond-Brighouse,Canada Line,12242.9764405705,2024,767,12242.9764405423,c71b38f4-8b77-4da0-bb40-f46b3b2717e3,18.0,76.0,False,13300.8,inf,['414']
252,INGLEWOOD/PARK ROYAL,North Shore,Mini-Bus,Basic,18000,15000,6.8,23 km/h,176,61954,196,125,103,0.0,79%,654214.0,7313,,,,12744.7086534471,2024,711,12744.7086534632,1d3ae69e-7415-4ca5-bcd6-be6af51eb57f,23.0,79.0,False,13010.34,inf,['252']
412,BRIDGEPORT STATION/SEA ISLAND SOUTH,Southwest,Mini-Bus,Basic,9000,18000,6.9,29 km/h,156,118202,460,66,112,0.0,90%,712016.0,8499,,Bridgeport,Canada Line,15746.4777603163,2024,765,15746.4777603333,41b7f88d-eb6e-40da-bdd1-e2a2e0ce368c,29.0,90.0,False,11820.2,inf,['412']
227,LYNN VALLEY/PHIBBS EXCHANGE,North Shore,Mini-Bus,Standard,21000,9000,7.4,24 km/h,150,138524,353,456,415,0.0,92%,741934.0,9297,,,,12699.0264131917,2024,697,12699.0264132455,d78a2b65-534a-49ab-b77e-9f966e4af768,24.0,92.0,False,11081.92,inf,['227']
391,SCOTTSDALE/SCOTT ROAD STN,Southeast,Std. Bus,Peak Only - Limited,47000,17000,10.7,19 km/h,165,94436,378,0,207,7.0,89%,223483.0,2635,,Scott Road; Scottsdale,Expo/Millennium Line,22783.6150015869,2024,752,22783.615001583,b5faeb0e-c059-496b-931c-d45b1b513bd6,19.0,89.0,False,10387.96,13490.857142857143,['391']
189,COQUITLAM CENTRAL STN/LAFARGE PARK,Northeast Sector,Mini-Bus,Standard,26000,13000,4.1,20 km/h,166,91324,288,180,156,0.0,89%,620567.0,7463,,Coquitlam Central,Expo/Millennium Line; West Coast Express,9306.99553627768,2024,689,9306.99553626313,397698d3-90cf-4a68-ade1-d551754d1c03,20.0,89.0,False,10045.64,inf,['189']
743,HANEY PL/MAPLE MDWS STN/MEADOWTOWN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,35000,19000,7.7,25 km/h,178,56862,206,93,10,0.0,83%,741062.0,10681,,Haney Place; Maple Meadows; Meadowtown; Port Haney,West Coast Express,21590.0084359256,2024,793,21590.0084359224,ea7f08b6-301a-4c83-8ed8-4cb4a61bfb09,25.0,83.0,False,9666.54,inf,['743']
603,BEACH GROVE/BRIDGEPORT,Southwest,Std. Bus,Peak Only - Limited,32000,20000,14.7,34 km/h,183,37852,152,0,57,0.0,75%,421456.0,3899,,Bridgeport; South Delta,Canada Line,82137.2627807853,2024,780,82137.2627808097,04bfdff3-560e-426e-88ab-880558a26419,34.0,75.0,False,9463.0,inf,['603']
181,MOODY CTR STN/IOCO,Northeast Sector,Mini-Bus,Basic,20000,9000,12.3,31 km/h,177,58320,195,100,70,0.0,87%,483298.0,7305,,Moody Centre,Expo/Millennium Line; West Coast Express,29676.4342776291,2024,682,29676.4342776343,64ae2934-8cb1-4dd4-9834-613d53cde134,31.0,87.0,False,7581.6,inf,['181']
132,CAPITOL HILL/HASTINGS AT GILMORE,Burnaby/New Westminster,Mini-Bus,Basic,15000,6000,3.8,21 km/h,181,39646,128,76,60,0.0,81%,176024.0,2624,,,,6925.44404277074,2024,659,6925.44404278185,4015169b-0393-43bc-b82d-f5143c38e790,21.0,81.0,False,7532.74,inf,['132']
733,ROCK RIDGE/HANEY PL/PT HANEY STN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,28000,11000,6.9,28 km/h,173,66953,212,138,108,0.0,89%,527017.0,7920,,Haney Place; Port Haney,West Coast Express,18550.646871402,2024,791,18550.6468714423,2a823b3a-79b9-4371-a7bc-35fb48ac9d69,28.0,89.0,False,7364.83,inf,['733']
170,PT COQUITLAM STN/PT COQUITLAM SOUTH,Northeast Sector,Mini-Bus,Peak Frequent,22000,10000,4.1,23 km/h,167,89117,308,119,97,0.0,92%,635036.0,9248,,Port Coquitlam,West Coast Express,12476.9281521789,2024,677,12476.9281521891,965c06b2-0f1d-4924-a527-66892382c7d1,23.0,92.0,False,7129.36,inf,['170']
131,HASTINGS AT GILMORE/KOOTENAY LOOP,Burnaby/New Westminster,Mini-Bus,Basic,21000,7000,4.5,20 km/h,182,38657,126,68,59,0.0,82%,388469.0,5581,,,,8954.2847158505,2024,658,8954.2847158678,252619c4-b020-4bd1-80e4-553376c74b9d,20.0,82.0,False,6958.26,inf,['131']
604,ENGLISH BLUFF/BRIDGEPORT,Southwest,Std. Bus,Peak Only - Limited,32000,20000,16.6,35 km/h,184,36316,146,0,64,0.0,81%,,3921,,Bridgeport; South Delta,Canada Line,81679.166182618,2024,781,81679.1661826326,8c8fcf8e-c317-4762-987f-7287b506b687,35.0,81.0,False,6900.04,inf,['604']
262,LIONS BAY/CAULFEILD,North Shore,Mini-Bus,Basic,9000,2000,12.4,48 km/h,185,34571,97,102,80,0.0,81%,494133.0,5603,,,,49853.9705866257,2024,717,49853.9705866295,849f08bf-aeac-4204-ac62-dcbbcdc83a10,48.0,81.0,False,6568.49,inf,['262']
080,MARINE DR STN/RIVER DISTRICT,Vancouver/UBC,Std. Bus,Peak Only - Limited,35000,16000,7.0,22 km/h,153,129358,517,0,523,3.0,95%,,3558,New route along Marine Drive starting in 2023,Marine Drive,Canada Line,21091.1467336923,2024,640,21091.1467336566,5f98b348-321e-4422-9777-946f45b49845,22.0,95.0,False,6467.9,43119.333333333336,['080']
741,ANDERSON CREEK/HANEY PL/PT HANEY ST,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,23000,10000,7.0,28 km/h,175,63916,209,109,96,0.0,90%,509283.0,7732,,Haney Place; Port Haney,West Coast Express,19646.2290874076,2024,792,19646.2290874356,1168e58f-764d-4453-bcb7-39e43737a990,28.0,90.0,False,6391.6,inf,['741']
